row_id,condition,cond_row_id,matrix,base_idx,param_j,f_cl_i,f_cl_v,E_m_v,L_hat,gamma_s,loop_net_K_rec,loop_net_w_c,loop_net_chi
0,N330,0,A,0,-1,0.24798787254840138,0.54283201396465297,0.82689411287868297,23.004590734378471,2.0595056266755956,7.6275854743383613e-05,3.0975606392082473,4.7265964700643002
1,N330,1,B,0,-1,0.172529467754066,0.34661862747743721,0.8877368906308688,1019.4015737101546,2.0814753001634116,4.0047650127607303e-06,3.5472213424367389,6.1208727253197015
10,N330,10,A,1,-1,0.12183636631816626,0.40442409114912148,0.64032140063344445,1627.8086124335148,1.8254040974088495,0.00014989658302058459,129.84725911474825,43.328901173379599
11,N330,11,B,1,-1,0.14723495263606312,0.54322394011542197,0.66877196869399602,93.904761597252858,1.9075549353930568,0.00018336796111316094,139.15140031116817,16.60734732884837
20,N330,20,A,2,-1,0.053052818775177008,0.67880855808034535,0.74551762478727079,6.3947488043803249,1.9762225588086979,0.004553971044956146,4.3641036660564358,21.325574542231237
21,N330,21,B,2,-1,0.087503995373845109,0.69036071961745615,0.55198049421581818,16.400325001192666,2.2575810426051577,7.6762062080087918e-05,45.03313859594121,1.8019148898117205
30,N330,30,A,3,-1,0.17927137203514576,0.29774443320930005,0.53323007243811682,406.26148278187054,2.1531924242106815,2.4673251779263248e-06,24.57154253649178,2.3686043491413344
31,N330,31,B,3,-1,0.21299677565693859,0.2619667754508555,0.71811338204483066,182.90765626139927,1.7914591425047302,0.0017108445718567438,8.0271524203763658,54.701493617143377
40,N330,40,A,4,-1,0.15698541272431613,0.59960353868082161,0.67700483320582427,158.76725859916391,2.1630615357439913,2.462314142417719e-05,13.219502588630405,12.583056136494056
41,N330,41,B,4,-1,0.069498343020677575,0.50245016794651742,0.58854581009706641,359.70891437808166,2.1591932629966801,0.00072035451251975557,5.0553930495060637,34.341389667820494
50,N330,50,A,5,-1,0.086276332102715972,0.2228671431541443,0.76309142716401002,11.236164509236559,1.9349432216041953,0.00045641230317933093,28.135211009534281,1.3975909787747709
51,N330,51,B,5,-1,0.24401455111801623,0.44694952368736263,0.73143520281641461,3.5052103253535489,1.8623806006866135,1.0240151733897264e-06,25.839980007421197,1.0653454997907874
60,N330,60,A,6,-1,0.14254161566495896,0.49340450279414649,0.58489774316631116,1429.215929710022,1.8551155216907982,0.0015026884912578554,1.3135646881201724,2.7875266820334859
61,N330,61,B,6,-1,0.19072890300303696,0.28370709978044034,0.76518959808671883,20.141998267900775,2.0261865302844773,0.0043448985981931832,58.450679602926058,8.8805331765246791
