row_id,condition,cond_row_id,matrix,base_idx,param_j,eta,f_cl_i,f_cl_v,E_m_i,E_m_v,E_m_h,L_hat,i_mobile,v_mobile,gamma_s,E_b_v2,lambda,B_111,E_b_i2,E_b_hV_1,Z_i,Z_i_loop,E_a0_conv,dH2_conv,phi_max_junc,dH2_abs_conv
0,N2,0,A,0,-1,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
1,N2,1,B,0,-1,0.3201368724450393,0.057776418514549732,0.62183329723775382,0.32639105083238029,0.62597704027119039,0.060924860814008476,27.29455946088396,51,2,2.0621917599963697,0.20735051755265252,0.64908465401457383,0.56973566630688532,0.97935731788382985,2.5272654110397883,1.0481399941723795,1.0653593102004379,1.6829094640775635,0.39230628145802543,0.25026876265183096,0.24790218938142061
2,N2,2,AB,0,0,0.3201368724450393,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
3,N2,3,AB,0,1,0.34799080811083904,0.057776418514549732,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
4,N2,4,AB,0,2,0.34799080811083904,0.18713280558586121,0.62183329723775382,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
5,N2,5,AB,0,3,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.32639105083238029,0.7313554385490334,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
6,N2,6,AB,0,4,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.62597704027119039,0.064716537942105995,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
7,N2,7,AB,0,5,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.060924860814008476,15.284174588861873,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
8,N2,8,AB,0,6,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,27.29455946088396,38,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
9,N2,9,AB,0,7,0.34799080811083904,0.18713280558586121,0.64467932032421227,0.35411620526831172,0.7313554385490334,0.064716537942105995,15.284174588861873,51,4,1.9224787643156673,0.31867636428431678,0.66648613507075782,0.46117736540919052,0.75481072385824155,2.0400484081079724,1.077523641679436,1.1348809508606792,1.5689671943589314,0.44343204841332345,0.42613284680992369,0.37421435536816716
